1.666666667,0.996261682
3.333333333,0.992523364
5,0.996261682
6.666666667,0.990654206
8.333333333,0.992523364
10,0.993457944
11.66666667,0.991588785
13.33333333,0.995327103
15,0.996261682
16.66666667,0.996261682
18.33333333,0.999065421
20,0.998130841
21.66666667,1
23.33333333,1
25,0.999065421
26.66666667,1
28.33333333,1
30,1
31.66666667,1
33.33333333,0.999065421
35,1
36.66666667,0.999065421
38.33333333,0.998130841
40,0.997196262
41.66666667,0.999065421
43.33333333,0.993457944
45,0.991588785
46.66666667,0.997196262
48.33333333,0.995327103
50,0.993457944
51.66666667,0.992523364
53.33333333,0.979439252
55,0.968224299
56.66666667,0.964485981
58.33333333,0.963551402
60,0.96635514
61.66666667,0.974766355
63.33333333,0.980373832
65,0.98411215
66.66666667,0.98317757
68.33333333,0.973831776
70,0.96728972
71.66666667,0.973831776
73.33333333,0.975700935
75,0.981308411
76.66666667,0.995327103
78.33333333,0.995327103
80,0.997196262
81.66666667,0.996261682
83.33333333,0.990654206
85,0.989719626
86.66666667,0.993457944
88.33333333,0.999065421
90,1
91.66666667,1
93.33333333,0.999065421
95,0.999065421
96.66666667,1
98.33333333,0.999065421
100,1
101.6666667,1
103.3333333,1
